apt-type,city,address,rooms,floor,size,price,apt-link,attributes
דירה,תל אביב יפו,צדוק הכהן 5,3,2,100,9960,https://www.yad2.co.il/realestate/item/kmbsyvrk?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=87,"2 מרפסות, נוף פתוח לעיר"
דירה,ירושלים,הרב חיים ברלין 15,4,2,86,8000,https://www.yad2.co.il/realestate/item/d4bcrle4?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=87,"3 כיווני אוויר, נוף פתוח לעיר"
דירה,תל אביב יפו,גדרה 6,1,1,23,3400,https://www.yad2.co.il/realestate/item/n2rcaq6s?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=87,
דירה,ירושלים,רחל אמנו 44,1.5,1,40,3500,https://www.yad2.co.il/realestate/item/umaxs9re?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=87,"נוף פתוח לעיר, חניה"
דירה,תל אביב יפו,גדרה 6,1,קרקע,23,2900,https://www.yad2.co.il/realestate/item/l3nv5kmy?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=87,
דירה,תל אביב יפו,גדרה 6,1,קרקע,12,1900,https://www.yad2.co.il/realestate/item/lalbuphf?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=87,"חבל לפספס, בהזדמנות"
דירה,חיפה,חניתה 14,4,3,105,3400,https://www.yad2.co.il/realestate/item/ai72izfa?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=88,"3 כיווני אוויר, נוף פתוח לעיר"
דירה,מודיעין מכבים רעות,עמק האלה 17,3,2,90,5500,https://www.yad2.co.il/realestate/item/gnlvnl6h?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=88,"2 מרפסות, 3 כיווני אוויר"
דירה,חיפה,"שדרות מח""ל 31",4,קרקע,95,4100,https://www.yad2.co.il/realestate/item/rmz2oms7?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=88,"ממ""ד, חניה"
דירה,רמת גן,"אצ""ל 47",1.5,2,30,3500,https://www.yad2.co.il/realestate/item/hmsr65mv?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=88,"נכס עורפי, קרוב לפארק"
דירה,גני תקווה,דרך הבשמים 4,4,15,120,8500,https://www.yad2.co.il/realestate/item/b0sjlsf9?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=88,"2 מרפסות, 3 כיווני אוויר"
יחידת דיור,כפר יונה,אלפסי 57,2,קרקע,70,4400,https://www.yad2.co.il/realestate/item/yzjekeho?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=88,"מטבח גדול, בהזדמנות"
דירה,מגדל העמק,רמת יזרעאל 9,3,2,56,2200,https://www.yad2.co.il/realestate/item/2kacegdj?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=88,"נוף פתוח לעיר, בהזדמנות"
סטודיו/ לופט,ראשון לציון,מבצע ענבי זעם 27,1,קרקע,30,3200,https://www.yad2.co.il/realestate/item/pftl7oo3?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=88,"נכס עורפי, נכס חדש"
יחידת דיור,ראשון לציון,"אח""י משגב 26",2,קרקע,50,3900,https://www.yad2.co.il/realestate/item/jh9mfa0k?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=88,
דירה,מאור,גבעת הפרחים 1,3,קרקע,70,4500,https://www.yad2.co.il/realestate/item/fz376lmn?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=88,"2 מרפסות, 3 כיווני אוויר"
דירה,לוד,דיזרעאלי 48,4,2,65,3400,https://www.yad2.co.il/realestate/item/j2k54ytq?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=88,"נוף פתוח לעיר, בניין משופץ"
גג/ פנטהאוז,באר שבע,"רמב""ם 30",6.5,9,213,6500,https://www.yad2.co.il/realestate/item/pk7v3bl5?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=88,"4 כיווני אוויר, חניה"
דירה,מבשרת ציון,הר כנען 9,3,1,106,6400,https://www.yad2.co.il/realestate/item/33ky24qd?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=88,"2 מרפסות, ממ""ד"
דירה,ראשון לציון,דוד תדהר 4,5,2,85,6500,https://www.yad2.co.il/realestate/item/hu9cmn0f?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=89,"נוף פתוח לפארק, קרוב לים"
דירה,נתניה,שמואל הנציב 24,3,3,70,3700,https://www.yad2.co.il/realestate/item/wc3uamym?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=89,"3 כיווני אוויר, נוף פתוח לעיר"
דירה,נתניה,משה גליקסון 22,3,1,60,3499,https://www.yad2.co.il/realestate/item/op5af05l?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=89,"3 כיווני אוויר, בניין משופץ"
דירה,בת ים,הרצל 3,2,4,35,4700,https://www.yad2.co.il/realestate/item/s2fp175n?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=89,"חבל לפספס, בהזדמנות"
דירה,בת ים,סוקולוב 10,4,4,120,6900,https://www.yad2.co.il/realestate/item/se2z5ovp?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=89,"3 כיווני אוויר, חדש מקבלן"
דירה,רמלה,ישראל פרנקל 21,3,קרקע,60,3800,https://www.yad2.co.il/realestate/item/2flcaf2t?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=89,"חבל לפספס, מומלץ"
יחידת דיור,ראשון לציון,התומר 19,2,1,50,לא צוין מחיר,https://www.yad2.co.il/realestate/item/8ve8aomj?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=89,"ממ""ד, נוף פתוח לעיר"
דירה,תל אביב יפו,ריינס 51,3,קרקע,70,10000,https://www.yad2.co.il/realestate/item/6uo2wk5c?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=89,"נכס עורפי, משופצת אדריכלית"
דירה,תל אביב יפו,"אח""י דקר 4",4,16,96,8500,https://www.yad2.co.il/realestate/item/77hud23e?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=89,"ממ""ד, חניה"
דירת גן,ירושלים,עמק רפאים 6,5,1,180,12500,https://www.yad2.co.il/realestate/item/sabyt5ge?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=89,"4 כיווני אוויר, חניה"
סאבלט,קיסריה,ענבר 1,10,קרקע,350,42000,https://www.yad2.co.il/realestate/item/1cy32m37?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=89,"4 כיווני אוויר, חניה"
דירה,רמת השרון,סוקולוב 54,2,3,50,3500,https://www.yad2.co.il/realestate/item/gsr2kdiq?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=89,"נוף פתוח לפארק, נכס עורפי"
דירה,גבעת שמואל,יצחק שמיר 5,6,11,163,11000,https://www.yad2.co.il/realestate/item/c05itkby?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=89,"3 חדרי מקלחת, חדש מקבלן"
בית פרטי/ קוטג',ירושלים,מצרי טירן 21,7,קרקע,550,22000,https://www.yad2.co.il/realestate/item/a7a4e1lm?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=90,"3 מרפסות, 3 כיווני אוויר"
דירת גן,תל אביב יפו,יחזקאל 20,4,קרקע,220,19900,https://www.yad2.co.il/realestate/item/2uwj90gr?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=90,"3 כיווני אוויר, חניה"
דירה,ירושלים,פנחס רוזן 5,4,5,120,8250,https://www.yad2.co.il/realestate/item/bgrweqxs?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=90,"3 כיווני אוויר, נוף פתוח לעיר"
דירה,תל אביב יפו,בלוך 1,3.5,1,70,8200,https://www.yad2.co.il/realestate/item/8scrxvex?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=90,"2 מרפסות, 3 כיווני אוויר"
דירה,בת ים,הרצל 69,3,4,70,4200,https://www.yad2.co.il/realestate/item/h1bfk3en?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=90,"3 כיווני אוויר, קרוב לים"
דירה,לוד,המצביאים 3,3,3,78,3700,https://www.yad2.co.il/realestate/item/155ivx9j?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=90,"4 כיווני אוויר, חניה"
דירה,דימונה,שלום שבזי 7,3,2,76,2500,https://www.yad2.co.il/realestate/item/72v1rs5o?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=90,"נוף פתוח לעיר, חניה"
דירה,תל אביב יפו,מעפילי אגוז 45,3,3,67,5400,https://www.yad2.co.il/realestate/item/oyxcoe6i?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=90,"3 כיווני אוויר, נוף פתוח לעיר"
דירה,תל אביב יפו,דורון 16,3,קרקע,75,5000,https://www.yad2.co.il/realestate/item/6qucd303?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=90,"ממ""ד, חדש מקבלן"
דירה,חיפה,הלל 3,3.5,3,56,3580,https://www.yad2.co.il/realestate/item/dxxfw7r8?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=90,"3 כיווני אוויר, נוף פתוח לעיר"
דירה,תל אביב יפו,קהילת קנדה 4,3,2,60,4200,https://www.yad2.co.il/realestate/item/o77ktmyw?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=90,"נכס עורפי, קרוב לים"
דירה,קרית מוצקין,קדיש לוז 49,3.5,2,75,3500,https://www.yad2.co.il/realestate/item/xmpnckvx?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=90,"בניין משופץ, קרוב לפארק"
דירה,אשדוד,אבות ישורון 4,4,2,100,5200,https://www.yad2.co.il/realestate/item/ts0blkqf?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=90,"ממ""ד, חניה"
דירה,חיפה,שדרות אפרים קציר 15,3,7,94,5700,https://www.yad2.co.il/realestate/item/ydp2ru0g?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=91,"3 כיווני אוויר, חניה"
דירה,עפולה,ירושלים 48,4,1,114,3800,https://www.yad2.co.il/realestate/item/n9wb56wo?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=91,"ממ""ד, חניה"
דירה,תל אביב יפו,"ד""ר אברהם אליהו הרכבי 6",3,1,75,6300,https://www.yad2.co.il/realestate/item/ghrb16th?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=91,"3 כיווני אוויר, חניה"
דו משפחתי,בית אריה / עופרים,כרמים 73,5,קרקע,360,7000,https://www.yad2.co.il/realestate/item/jn4g7987?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=91,"3 חדרי מקלחת, 3 כיווני אוויר"
דירה,הוד השרון,חיים הרצוג 3,4,10,115,8800,https://www.yad2.co.il/realestate/item/a0fknbv6?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=91,"חניה, חדש מקבלן"
דירה,תל אביב יפו,"האר""י 7",4,4,150,18500,https://www.yad2.co.il/realestate/item/ih2wglgh?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=91,"2 מרפסות, 3 כיווני אוויר"
יחידת דיור,ראשון לציון,יצחק מוסאל 13,2,קרקע,30,3500,https://www.yad2.co.il/realestate/item/mzbambpb?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=91,"נכס חדש, קרוב לפארק"
בית פרטי/ קוטג',פתח תקווה,יעקב אחווה 104,4,קרקע,110,6900,https://www.yad2.co.il/realestate/item/38umzdby?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=91,"2 מרפסות, חניה"
דירה,תל אביב יפו,יקותיאל 44,2,קרקע,37,3400,https://www.yad2.co.il/realestate/item/ky5pz1j4?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=91,"נוף פתוח לעיר, בניין משופץ"
דירה,נשר,האורן 26,3.5,3,75,3500,https://www.yad2.co.il/realestate/item/poeov0xh?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=91,"מטבח גדול, בניין משופץ"
דירה,רמת גן,אמנון ותמר 32,3,3,75,5500,https://www.yad2.co.il/realestate/item/sg5pik7e?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=91,"חניה, בהזדמנות"
דירה,נתניה,שדרות חיים וייצמן 16,2.5,3,45,3000,https://www.yad2.co.il/realestate/item/asyqh16n?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=91,"נוף פתוח לעיר, נכס עורפי"
דירה,באר שבע,רחבת צפת 2,3,4,86,3600,https://www.yad2.co.il/realestate/item/i1fsyuuq?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=91,"3 כיווני אוויר, נוף פתוח לפארק"
יחידת דיור,באר שבע,יקותיאל אדם 4,2,1,60,2800,https://www.yad2.co.il/realestate/item/1251h3gm?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=92,"ממ""ד, חניה"
יחידת דיור,ירושלים,יהודה לאו פיקרד 13,2.5,3,40,3850,https://www.yad2.co.il/realestate/item/lght2rd9?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=92,"נוף פתוח לעיר, בהזדמנות"
דירה,תל אביב יפו,גרציאני יצחק 8,4,6,101,10000,https://www.yad2.co.il/realestate/item/a5th9y18?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=92,
דירה,באר שבע,האנדרטה 3,4,4,110,3900,https://www.yad2.co.il/realestate/item/6wy8uoox?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=92,"ממ""ד, חניה"
גג/ פנטהאוז,באר שבע,ליאו פיקרד 16,4,5,117,5200,https://www.yad2.co.il/realestate/item/s608bnly?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=92,"3 כיווני אוויר, חניה"
בית פרטי/ קוטג',הוד השרון,יסמין 5,5.5,קרקע,270,14000,https://www.yad2.co.il/realestate/item/ublwrsr5?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=92,"3 חדרי מקלחת, 3 כיווני אוויר"
דירה,ירושלים,הנרייטה סולד 3,2,11,50,5519,https://www.yad2.co.il/realestate/item/afq3136v?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=92,"ממ""ד, חניה"
דירה,ערד,אלעזר בן יאיר 45,2,3,40,2400,https://www.yad2.co.il/realestate/item/2u4mc43o?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=92,
דירה,באר שבע,דרך השלום 20,2,קרקע,45,1800,https://www.yad2.co.il/realestate/item/sakgriwy?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=92,"נוף פתוח לפארק, קרוב לפארק"
דירה,פתח תקווה,רוטשילד 51,4.5,7,133,7000,https://www.yad2.co.il/realestate/item/ol9m4w55?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=92,"3 כיווני אוויר, חניה"
