apt-type,city,address,rooms,floor,size,price,apt-link
דירה,תל אביב יפו,פטאי 13,3,2,70,7100,https://www.yad2.co.il/realestate/item/hktr4oxs?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=65
דירה,תל אביב יפו,עמוס 18,1.5,0,30,,https://www.yad2.co.il/realestate/item/51zloqec?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=66
דירה,תל אביב יפו,אשרמן 8,3.5,3,80,5500,https://www.yad2.co.il/realestate/item/vh558aj1?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=66
דירה,תל אביב יפו,בית אשל 7,1,1,60,3500,https://www.yad2.co.il/realestate/item/zq7hbjz1?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=67
גג/ פנטהאוז,תל אביב יפו,משה שרת 36,5,6,220,31000,https://www.yad2.co.il/realestate/item/erueo5yq?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=68
דירה,תל אביב יפו,סמטת בארי 5,2.5,2,77,9000,https://www.yad2.co.il/realestate/item/uep5lcr0?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=69
דירה,תל אביב יפו,"רש""י 1",1,1,20,4200,https://www.yad2.co.il/realestate/item/f2h5jrbf?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=70
דירה,תל אביב יפו,מאירבר 12,2.5,1,55,5500,https://www.yad2.co.il/realestate/item/jrnhaqkx?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=70
דירה,תל אביב יפו,המכבי 2,3,6,83,13000,https://www.yad2.co.il/realestate/item/1863bhse?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=70
דירה,תל אביב יפו,ורדיאל 20,3,2,84,5600,https://www.yad2.co.il/realestate/item/rozti5li?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=70
דירה,תל אביב יפו,"אח""י דקר 33",2,4,44,4700,https://www.yad2.co.il/realestate/item/kt0h0ix1?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=71
דירה,תל אביב יפו,בלשן 11,1,0,30,3300,https://www.yad2.co.il/realestate/item/a68qn5ri?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=71
דירה,תל אביב יפו,חובבי ציון 47,3,0,65,8000,https://www.yad2.co.il/realestate/item/c70f2t1c?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=72
דירה,תל אביב יפו,בני דן 10,3.5,3,92,13500,https://www.yad2.co.il/realestate/item/qev8fae7?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=73
דירה,תל אביב יפו,הרצל 111,2,5,57,8000,https://www.yad2.co.il/realestate/item/rynmvxoa?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=77
דירה,תל אביב יפו,המבצעים 1,2.5,2,65,4500,https://www.yad2.co.il/realestate/item/qat3m32e?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=78
דירה,תל אביב יפו,יוסף סרלין 7,3,3,65,6700,https://www.yad2.co.il/realestate/item/fuvvqw7v?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=78
דירה,תל אביב יפו,שדרות הר ציון 1,3,3,60,6000,https://www.yad2.co.il/realestate/item/7f1unnbk?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=78
דירה,תל אביב יפו,בלפור 13,2.5,3,62,12200,https://www.yad2.co.il/realestate/item/d3ucx6e9?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=78
חניה,תל אביב יפו,פינס 39,1,0,14,600,https://www.yad2.co.il/realestate/item/jrxu2avc?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=79
דירה,תל אביב יפו,בלשן 11,1,0,30,3300,https://www.yad2.co.il/realestate/item/25xqtf4a?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=79
דירה,תל אביב יפו,נחלת בנימין 130,2,1,55,6200,https://www.yad2.co.il/realestate/item/f95vt0ev?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=79
דירה,תל אביב יפו,דרך מנחם בגין 160,4,28,107,11000,https://www.yad2.co.il/realestate/item/wg02zp4z?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=80
דירה,תל אביב יפו,צ'לנוב 40,1,2,20,1500,https://www.yad2.co.il/realestate/item/4mbexhbd?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=80
דירה,תל אביב יפו,בית הלל 34,1,1,28,2500,https://www.yad2.co.il/realestate/item/qr69puiu?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=81
דירה,תל אביב יפו,נחל שורק 12,2,2,50,3800,https://www.yad2.co.il/realestate/item/1gd68bzp?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=81
דירה,תל אביב יפו,יצחק שדה 34,1,1,33,3400,https://www.yad2.co.il/realestate/item/yxbxdp8s?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=82
דירה,תל אביב יפו,מעפילי אגוז 3,3.5,3,80,6700,https://www.yad2.co.il/realestate/item/ljpr6x9j?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=82
דירה,תל אביב יפו,נחמיה 13,1,1,24,,https://www.yad2.co.il/realestate/item/s0otktkz?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=82
דירה,תל אביב יפו,הנגב 12,3,1,65,6800,https://www.yad2.co.il/realestate/item/m8grinb7?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=83
דירה,תל אביב יפו,המשביר 5,2,0,35,4000,https://www.yad2.co.il/realestate/item/nrm6paul?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=83
דירת גן,תל אביב יפו,מרדכי אנילביץ' 15,2,0,73,5999,https://www.yad2.co.il/realestate/item/rjz02tom?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=84
יחידת דיור,תל אביב יפו,"גרשון ש""ץ 17",1,2,25,3300,https://www.yad2.co.il/realestate/item/omzbszto?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=84
דירה,תל אביב יפו,גוש עציון 5,3,1,95,7200,https://www.yad2.co.il/realestate/item/p323pu33?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=84
גג/ פנטהאוז,תל אביב יפו,בעל העקידה 7,1,3,40,4500,https://www.yad2.co.il/realestate/item/u93e0aw2?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=85
דירה,תל אביב יפו,קומפרט 9,2,10,65,9500,https://www.yad2.co.il/realestate/item/2febhre4?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=85
דירה,תל אביב יפו,מרזוק ועזר 11,2,0,50,5500,https://www.yad2.co.il/realestate/item/5z1zstob?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=85
דירה,תל אביב יפו,ז'בוטינסקי 146,3,2,82,11400,https://www.yad2.co.il/realestate/item/5d5t1auf?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=86
דירה,תל אביב יפו,עין גב 3,2,3,55,4800,https://www.yad2.co.il/realestate/item/ncepwss4?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=86
דירה,תל אביב יפו,ברתיני גארי 4,3,8,80,7519,https://www.yad2.co.il/realestate/item/d2xfv3r6?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=87
דירה,תל אביב יפו,צדוק הכהן 5,3,2,100,9960,https://www.yad2.co.il/realestate/item/kmbsyvrk?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=87
דירה,תל אביב יפו,גדרה 6,1,1,23,3400,https://www.yad2.co.il/realestate/item/n2rcaq6s?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=87
דירה,תל אביב יפו,גדרה 6,1,0,23,2900,https://www.yad2.co.il/realestate/item/l3nv5kmy?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=87
דירה,תל אביב יפו,גדרה 6,1,0,12,1900,https://www.yad2.co.il/realestate/item/lalbuphf?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=87
דירה,תל אביב יפו,ריינס 51,3,0,70,10000,https://www.yad2.co.il/realestate/item/6uo2wk5c?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=89
דירה,תל אביב יפו,"אח""י דקר 4",4,16,96,8500,https://www.yad2.co.il/realestate/item/77hud23e?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=89
דירת גן,תל אביב יפו,יחזקאל 20,4,0,220,19900,https://www.yad2.co.il/realestate/item/2uwj90gr?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=90
דירה,תל אביב יפו,בלוך 1,3.5,1,70,8200,https://www.yad2.co.il/realestate/item/8scrxvex?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=90
דירה,תל אביב יפו,מעפילי אגוז 45,3,3,67,5400,https://www.yad2.co.il/realestate/item/oyxcoe6i?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=90
דירה,תל אביב יפו,דורון 16,3,0,75,5000,https://www.yad2.co.il/realestate/item/6qucd303?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=90
דירה,תל אביב יפו,קהילת קנדה 4,3,2,60,4200,https://www.yad2.co.il/realestate/item/o77ktmyw?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=90
דירה,תל אביב יפו,"ד""ר אברהם אליהו הרכבי 6",3,1,75,6300,https://www.yad2.co.il/realestate/item/ghrb16th?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=91
דירה,תל אביב יפו,"האר""י 7",4,4,150,18500,https://www.yad2.co.il/realestate/item/ih2wglgh?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=91
דירה,תל אביב יפו,יקותיאל 44,2,0,37,3400,https://www.yad2.co.il/realestate/item/ky5pz1j4?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=91
דירה,תל אביב יפו,גרציאני יצחק 8,4,6,101,10000,https://www.yad2.co.il/realestate/item/a5th9y18?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=92
דירה,תל אביב יפו,נרדור 17,3,3,58,5100,https://www.yad2.co.il/realestate/item/6ma62zjt?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=94
דירה,תל אביב יפו,ליסין 11,3,2,84,7800,https://www.yad2.co.il/realestate/item/2g4wq0z9?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=95
דירה,תל אביב יפו,דרור 6,3,1,72,7700,https://www.yad2.co.il/realestate/item/byd32882?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=95
דירה,תל אביב יפו,הירקון 319,1,3,18,2800,https://www.yad2.co.il/realestate/item/0st58sit?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=95
דירה,תל אביב יפו,קהילת לודז' 33,1.5,2,33,4200,https://www.yad2.co.il/realestate/item/53cy6foj?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=96
דירה,תל אביב יפו,אלנבי 117,1,2,25,,https://www.yad2.co.il/realestate/item/w0nrnsaf?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=97
דירה,תל אביב יפו,חזקיהו המלך 23,1.5,1,36,4200,https://www.yad2.co.il/realestate/item/76rqvh16?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=99
דירת גן,תל אביב יפו,מסילת העולים 5,3,0,90,8200,https://www.yad2.co.il/realestate/item/t711nhmv?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=99
דירה,תל אביב יפו,"הגר""א 10",3,2,50,6000,https://www.yad2.co.il/realestate/item/8mqcjbc3?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=99
דירה,תל אביב יפו,בראלי 6,4,2,110,8100,https://www.yad2.co.il/realestate/item/yt1coh11?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=100
דירה,תל אביב יפו,בני אפרים 219,3,2,60,5600,https://www.yad2.co.il/realestate/item/unp2lz02?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=100
דירה,תל אביב יפו,עמק ברכה 41,4,6,120,11000,https://www.yad2.co.il/realestate/item/gqkob8dt?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=100
דירה,תל אביב יפו,נחום הנביא 3,2,3,34,5150,https://www.yad2.co.il/realestate/item/mvxs94qb?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=100
דירה,תל אביב יפו,נחום הנביא,2,3,65,7200,"https://www.homeless.co.il/rent/viewad,716835.aspx"
דירה,תל אביב יפו,פרץ חיות,4,4,82,9200,"https://www.homeless.co.il/rent/viewad,716580.aspx"
דירה,תל אביב יפו,גלעינית,2.5,3,60,4200,"https://www.homeless.co.il/rent/viewad,715610.aspx"
דירה,תל אביב יפו,דפנה,4,3,100,8500,"https://www.homeless.co.il/rent/viewad,715196.aspx"
דירה,תל אביב יפו,דפנה,4,3,100,8500,"https://www.homeless.co.il/rent/viewad,715331.aspx"
דירה,תל אביב יפו,ליברמן 7,2,2,70,7200,"https://www.homeless.co.il/rent/viewad,714838.aspx"
דירה,תל אביב יפו,אליהו בית צורי,4,1,90,2000,"https://www.homeless.co.il/rent/viewad,714722.aspx"
דירה,תל אביב יפו,הדואר,4,0,90,7000,"https://www.homeless.co.il/rent/viewad,713978.aspx"
דירה,תל אביב יפו,דיזנגוף,4,2,90,9950,"https://www.homeless.co.il/rent/viewad,713218.aspx"
דירה,תל אביב יפו,דיזנגוף,4,2,90,9950,"https://www.homeless.co.il/rent/viewad,719578.aspx"
דירה,תל אביב יפו,נחום סוקולוב,2.5,1,55,7500,"https://www.homeless.co.il/rent/viewad,711185.aspx"
דירה,תל אביב יפו,ערבי נחל,5,26,145,12500,"https://www.homeless.co.il/rent/viewad,711181.aspx"
דירה,תל אביב יפו,שמריהו לוין,2.5,0,60,6500,"https://www.homeless.co.il/rent/viewad,707862.aspx"
דירה,תל אביב יפו,מרחביה 11,2.5,1,50,6500,"https://www.homeless.co.il/rent/viewad,707778.aspx"
דירה,תל אביב יפו,שדרות נורדאו,3.5,1,98,7800,"https://www.homeless.co.il/rent/viewad,699823.aspx"
דירה,תל אביב יפו,הירקון,4,1,90,9300,"https://www.homeless.co.il/rent/viewad,699028.aspx"
דירה,תל אביב יפו,הירקון,4,1,90,9300,"https://www.homeless.co.il/rent/viewad,714067.aspx"
דירה,תל אביב יפו,אבן גבירול,2.5,4,70,6000,"https://www.homeless.co.il/rent/viewad,684705.aspx"
דירה,תל אביב יפו,אבן גבירול,2.5,4,70,6000,"https://www.homeless.co.il/rent/viewad,708182.aspx"
דירה,תל אביב יפו,דיזנגוף,2.5,3,57,6700,"https://www.homeless.co.il/rent/viewad,713218.aspx"
דירה,תל אביב יפו,דיזנגוף,2.5,3,57,6700,"https://www.homeless.co.il/rent/viewad,719578.aspx"
דירה,תל אביב יפו,ליברמן,2,2,62,7400,"https://www.homeless.co.il/rent/viewad,714773.aspx"
דירה,תל אביב יפו,בן יהודה,3,4,100,9500,"https://www.homeless.co.il/rent/viewad,719761.aspx"
דירה,תל אביב יפו,שוקן,3,2,65,5950,"https://www.homeless.co.il/rent/viewad,719427.aspx"
דירה,תל אביב יפו,יוניצמן 21,1,3,28,4500,"https://www.homeless.co.il/rent/viewad,717083.aspx"
דירה,תל אביב יפו,שדרות סמאטס,2.5,3,55,6800,"https://www.homeless.co.il/rent/viewad,717033.aspx"
דירה,תל אביב יפו,שדרות סמאטס,2.5,3,55,6800,"https://www.homeless.co.il/rent/viewad,717041.aspx"
